Name,latitude,longitude
ground,36.54177413650731,128.7927265156137
ground,36.54176748968892,128.7927265090925
ground,36.54176217851852,128.7927261852473
ground,36.54175523802504,128.7927269240694
ground,36.54174857235834,128.7927281934724
ground,36.54174336285607,128.7927282523239
ground,36.5417399768862,128.7927294392997
ground,36.54173699538858,128.7927301188498
ground,36.54173279121526,128.7927302919441
ground,36.54172953403543,128.7927308030739
ground,36.54172560296582,128.7927309307252
ground,36.54172097452062,128.7927326629345
ground,36.54171565017523,128.7927332420816
ground,36.5417121773399,128.7927338204846
ground,36.54170847246051,128.7927341105876
ground,36.54170268287682,128.7927352671549
ground,36.54169712371937,128.7927358467936
ground,36.5416913320005,128.7927364271926
ground,36.5416843802859,128.7927375859762
ground,36.54167951287447,128.7927381666418
ground,36.54167460188814,128.792738748395
ground,36.54166483656219,128.7927410533737
ground,36.54165918176027,128.7927421069078
ground,36.54165423712136,128.7927432597376
ground,36.54164960094018,128.7927440276163
ground,36.54164280003583,128.7927447943722
ground,36.54163506938288,128.7927459462177
ground,36.54162888333453,128.7927467137845
ground,36.54162331460414,128.7927474818283
ground,36.5416180542945,128.792747864633
ground,36.54161279250176,128.7927494043257
ground,36.54160659745596,128.7927497903425
ground,36.54159977972099,128.7927513367667
ground,36.5415942035766,128.7927524964497
ground,36.541589558174,128.792753270008
ground,36.54158367567638,128.7927540451738
ground,36.54157720220225,128.7927546611744
ground,36.54157094966824,128.7927553936631
ground,36.54156470104908,128.7927572915103
ground,36.54155742891872,128.792757442422
ground,36.54155150547704,128.7927588731164
ground,36.54154640827228,128.7927600613159
ground,36.54154071663569,128.7927607656208
ground,36.54153564648067,128.7927615092342
ground,36.54152866063705,128.7927626185272
ground,36.5415220668196,128.7927638170796
ground,36.54151596306083,128.7927647123531
ground,36.54150986118317,128.7927659116905
ground,36.54150327340995,128.7927674158788
ground,36.5414964444746,128.7927689337209
ground,36.54149010327299,128.7927698443641
ground,36.54148303042719,128.7927704515013
ground,36.54147668924671,128.7927713621769
ground,36.54147156755052,128.7927725764428
ground,36.541464494705,128.792773487126
ground,36.54145790963647,128.7927747013544
ground,36.54145083679123,128.7927759156098
ground,36.54144449563154,128.7927765227187
ground,36.54143791054184,128.7927777369729
ground,36.54143181327019,128.7927780405415
ground,36.54142498433499,128.7927798619208
ground,36.54141742367077,128.7927810761693
ground,36.541410838623,128.7927819868569
ground,36.54140449744244,128.7927828975242
ground,36.54139815628272,128.7927835046453
ground,36.5413894425327,128.7927851734112
ground,36.54138135189091,128.7927868834186
ground,36.54137417716613,128.7927876434239
ground,36.54136761301856,128.7927889734507
ground,36.54136059095381,128.7927897334686
ground,36.54135524807539,128.7927904934578
ground,36.54134929458888,128.7927916334715
ground,36.5413439517215,128.7927929634959
ground,36.54133921946188,128.7927935334983
ground,36.54133433454223,128.7927941035009
ground,36.54132944964387,128.7927948635152
ground,36.54132395411609,128.7927958135157
ground,36.54131967981542,128.7927963835172
ground,36.54131571083526,128.7927975235273
ground,36.54131265776133,128.7927973335064
ground,36.54130853612035,128.7927975235233
ground,36.54130409626951,128.7927988452773
ground,36.54129971758582,128.7927996627748
ground,36.54129686406487,128.7927998267144
ground,36.54129275841109,128.7928007558389
ground,36.54128846612687,128.7928014526933
ground,36.54128342737494,128.7928028463587
ground,36.54127894846554,128.7928033109302
ground,36.54127484280117,128.7928042400674
ground,36.54127023367437,128.7928048282559
ground,36.54126619123778,128.7928055270621
ground,36.54126248569285,128.7928060861207
ground,36.54125831175995,128.7928063669303
ground,36.54125323537594,128.7928069285717
ground,36.54124748211766,128.7928073498115
ground,36.54124342101065,128.792808051854
ground,36.54123800618986,128.7928090347156
ground,36.54123089923652,128.7928100175658
ground,36.54122514910622,128.7928110004407
ground,36.54121886085202,128.7928128173434
ground,36.54121369551026,128.7928139354586
ground,36.54120886704588,128.7928147740286
ground,36.54120426317591,128.7928154728375
ground,36.54119718893522,128.7928158921403
ground,36.54119236047064,128.7928164511885
ground,36.54118775660066,128.7928171499971
ground,36.54118281583901,128.792817988593
ground,36.54117843654258,128.7928189669358
ground,36.5411733835048,128.7928198055053
ground,36.54116844276425,128.7928206440878
ground,36.54116406346772,128.7928214826696
ground,36.54115889813274,128.7928224609996
ground,36.54115429424152,128.7928230200861
ground,36.54115002722108,128.7928238586413
ground,36.54114620938957,128.7928245574746
ground,36.5411421669633,128.7928248369997
ground,36.54113789994269,128.7928253960464
ground,36.54113363294346,128.7928263743881
ground,36.54112959051744,128.7928270732083
ground,36.54112532349697,128.7928279117891
ground,36.54112060732943,128.7928281913015
ground,36.54111712634756,128.7928291696422
ground,36.5411124101804,128.7928301479839
ground,36.54110881690072,128.7928301479869
ground,36.54110522364279,128.7928312660881
ground,36.54110061975144,128.7928316853608
ground,36.54109624045461,128.7928321046593
ground,36.54109163658467,128.7928330829742
ground,36.54108703269333,128.7928335022598
ground,36.54108254109966,128.7928347601349
ground,36.54107816180302,128.7928355987018
ground,36.54107456852348,128.7928358782258
ground,36.54107063839458,128.7928364372711
ground,36.54106648367123,128.7928371360902
ground,36.54106289039183,128.7928376951482
ground,36.54105628556376,128.7928381971302
ground,36.54105056275773,128.7928395937963
ground,36.54104483997261,128.7928405714558
ground,36.54104046533562,128.7928414112406
ground,36.54103564216462,128.792842114554
ground,36.54103067815701,128.7928425391064
ground,36.54102551979525,128.7928429639341
ground,36.54102091901046,128.7928438080821
ground,36.54101620293829,128.7928449327337
ground,36.54101103414796,128.792846058709
ground,36.54100619910037,128.7928464849512
ground,36.54100113565472,128.7928476121185
ground,36.54099651916851,128.7928484591749
ground,36.54099098471462,128.7928492977802
ground,36.54098579694726,128.7928498518195
ground,36.54098038731158,128.7928506860611
ground,36.54097441729913,128.7928516594081
ground,36.54096788901254,128.7928526460421
ground,36.540959767559,128.7928540393656
ground,36.54095179058626,128.7928545654037
ground,36.54094533126388,128.792855444694
ground,36.54093983330469,128.7928568517736
ground,36.54093275754091,128.7928573890796
ground,36.54092662153244,128.7928582678059
ground,36.54091986398479,128.7928598734798
ground,36.54091278961073,128.7928605913104
ground,36.54090584116964,128.7928616634553
ground,36.54090001762179,128.7928627323106
ground,36.54089430022961,128.7928638016637
ground,36.54088762489763,128.7928646974239
ground,36.54088150904171,128.7928654163804
ground,36.54087509987876,128.7928663140402
ground,36.54086943225143,128.7928671678727
ground,36.54086503154679,128.792868047453
ground,36.54086091669937,128.7928689269807
ground,36.54085637861338,128.792869805447
ground,36.54085283615642,128.7928699770372
ground,36.54084802087735,128.7928703234795
ground,36.54084462450825,128.7928703181607
ground,36.54084150636812,128.7928722589707
ground,36.54083965722549,128.7928754404749
ground,36.54083908365192,128.7928775934803
ground,36.54083821621213,128.7928816444597
ground,36.54083801501131,128.7928853836174
ground,36.54083767530899,128.7928889788344
ground,36.54083874957171,128.7928930531376
ground,36.54083892135724,128.7928973737977
ground,36.54083956314598,128.7929029862164
ground,36.5408408858184,128.7929096292172
ground,36.54084090629416,128.7929181608883
ground,36.5408427601059,128.792926148455
ground,36.54084402603706,128.7929323164846
ground,36.54084440299377,128.792938116125
ground,36.54084533913303,128.7929441463332
ground,36.54084627539844,128.7929508697896
ground,36.54084661955466,128.7929606908354
ground,36.54084816637356,128.7929693703148
ground,36.5408491290718,128.7929790142559
ground,36.54085047236056,128.7929908130504
ground,36.54085142905518,128.7930004271946
ground,36.54085142063579,128.7930093068923
ground,36.54085352952594,128.7930203262462
ground,36.54085407187596,128.7930302234757
ground,36.54085540858645,128.7930427118764
ground,36.54085731555159,128.793055173757
ground,36.54085941018975,128.7930690335153
ground,36.54086056035812,128.793083367827
ground,36.54086210217109,128.7930982404062
ground,36.54086345125526,128.7931131129733
ground,36.54086517522216,128.7931253135816
ground,36.54086823718271,128.7931389129369
ground,36.54086920196914,128.7931536966067
ground,36.54087126901172,128.7931690761573
ground,36.54087317530855,128.7931826763197
ground,36.54087316214756,128.793197687176
ground,36.54087547277894,128.7932096773318
