Name,latitude,longitude
circle,36.54133450577263,128.793051682976
circle,36.54132938652555,128.7930524381122
circle,36.54132487009863,128.7930539422897
circle,36.54131932959919,128.7930548939227
circle,36.54131605560499,128.7930570926852
circle,36.54131303380369,128.793059604723
circle,36.54131001154885,128.7930614895555
circle,36.54130648542503,128.7930633749633
circle,36.54130296032385,128.7930668283968
circle,36.54129968656888,128.7930693407552
circle,36.54129716868574,128.7930718522672
circle,36.54129414709253,128.7930746779329
circle,36.54129069333445,128.7930790850558
circle,36.54128713155171,128.7930825391915
circle,36.54128541740028,128.7930853341593
circle,36.54128317545314,128.7930884582906
circle,36.5412815931883,128.7930910888304
circle,36.54127908767398,128.7930948704552
circle,36.54127763718461,128.7930971722316
circle,36.54127473744933,128.7931035831156
circle,36.54127658271525,128.7930994735812
circle,36.54127355120952,128.7931062132218
circle,36.54127236485323,128.7931086790249
circle,36.54127144385255,128.7931131161739
circle,36.54127012615437,128.7931165679319
circle,36.54126946859889,128.7931201832907
circle,36.54126854681476,128.7931234703323
circle,36.54126722923795,128.793127086393
circle,36.54126604456883,128.793132016732
circle,36.54126578482623,128.7931382605166
circle,36.54126526107696,128.7931445045896
circle,36.54126515937231,128.7931512689305
circle,36.54126560102186,128.7931577979347
circle,36.54126546028534,128.7931650530746
circle,36.54126648430405,128.7931708559695
circle,36.54126780113855,128.7931786536917
circle,36.54126926281829,128.7931851816473
circle,36.54127072425978,128.793191346837
circle,36.54127364364798,128.7931985987393
circle,36.5412759795451,128.7932049443753
circle,36.54127983851831,128.7932110202395
circle,36.54128343830829,128.7932168482152
circle,36.54128747412691,128.7932229469721
circle,36.54129172685794,128.7932275536641
circle,36.54129521636784,128.7932314830312
circle,36.54129915790897,128.7932356092766
circle,36.54130340970439,128.7932388597205
circle,36.54131125886866,128.7932444119526
circle,36.54131540143079,128.7932472556432
circle,36.54132030589837,128.7932488779178
circle,36.54132542840939,128.7932506355505
circle,36.54133153165119,128.7932525277812
circle,36.54133872359959,128.7932530626354
circle,36.5413448257849,128.7932533273769
circle,36.54135147227598,128.7932529134692
circle,36.54135833668376,128.7932524993255
circle,36.54136487364599,128.7932512717775
circle,36.54137108325771,128.7932493664706
circle,36.54137794590105,128.7932463754711
circle,36.54138448128889,128.7932428423585
circle,36.54138959985881,128.7932389038402
circle,36.54139493613396,128.7932345582259
circle,36.54140038066985,128.7932292631538
circle,36.54140527965281,128.7932228836463
circle,36.54140985184494,128.7932166401116
circle,36.54141420590866,128.7932101255724
circle,36.54141736111306,128.7932032054312
circle,36.54142062455647,128.793195200199
circle,36.54142323429159,128.7931873312679
circle,36.54142518968396,128.7931786493116
circle,36.5414266013838,128.7931715953842
circle,36.54142735836017,128.7931631859261
circle,36.54142800656796,128.7931550478389
circle,36.54142811040526,128.7931458261818
circle,36.54142734126483,128.7931366037002
circle,36.54142591894506,128.7931283313848
circle,36.54142438823778,128.7931208730252
circle,36.54142187643953,128.7931130087774
circle,36.54141903821026,128.7931058230429
circle,36.54141489161282,128.7930976892955
circle,36.54141129046269,128.7930903687366
circle,36.54140670864489,128.7930831848616
circle,36.54140147333091,128.7930765442349
circle,36.54139656588675,128.7930712596138
circle,36.54139122309442,128.7930667892555
circle,36.5413857718012,128.7930629971814
circle,36.54138075666825,128.7930596116015
circle,36.54137628735004,128.7930575818021
circle,36.54137170877813,128.7930551451957
circle,36.54136734889278,128.7930537934437
circle,36.54136309789197,128.7930523059674
circle,36.54135841164823,128.7930517684056
circle,36.54135459709259,128.7930510942562
circle,36.5413505648733,128.7930508272802
circle,36.54134685976116,128.7930508312038
circle,36.54134359036652,128.7930505633908
circle,36.54134108463041,128.7930509758271
