Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_roll,Angle_pitch,Angle_yaw,Mag_X,Mag_Y,Mag_Z,Heading
0.098,0.047,0.991,0.14,0.77,2.89,1.08,-5.75,-52.2,39.09,-37.19,-35.29,43.57315842
0.099,0.029,0.992,-0.41,0.45,2.97,1.09,-5.69,-51.93,39.09,-37.19,-35.29,43.57315842
0.11,0.006,1.009,0.36,0.91,2.82,1.1,-5.63,-51.65,40.3,-37.95,-37.65,43.27981311
0.098,0.024,0.981,-0.22,-0.29,3,1.09,-5.6,-51.37,40.3,-37.95,-37.65,43.27981311
0.094,0.024,1.009,0.76,-0.27,2.79,1.07,-5.61,-51.08,40.91,-37.38,-37.06,42.41835218
0.098,0.031,1.014,-0.1,-0.45,2.86,1.03,-5.65,-50.79,40.91,-37.38,-37.06,42.41835218
0.097,0.037,0.97,-0.24,-1.07,2.92,0.99,-5.73,-50.51,41.11,-37.19,-35.29,42.13394518
0.089,0.031,0.985,-1.08,-1.3,2.61,0.93,-5.82,-50.23,41.31,-38.91,-37.06,43.28635171
0.105,0.04,0.986,-0.5,-0.78,2.67,0.88,-5.92,-49.97,40.51,-38.15,-35.49,43.28149645
0.11,0.025,0.992,-0.68,-0.94,2.64,0.84,-6,-49.7,41.52,-38.72,-35.69,43.00145671
0.116,0.027,1.006,-0.23,-0.12,2.67,0.8,-6.04,-49.44,41.52,-38.72,-35.69,43.00145671
0.112,0.015,0.963,-0.68,0.24,2.96,0.77,-6.05,-49.17,41.31,-37.76,-37.45,42.42932192
0.104,0.022,0.988,0.08,0.43,2.76,0.75,-6.02,-48.9,39.7,-38.53,-36.27,44.14315398
0.108,0.017,1.002,0.27,1.05,2.87,0.74,-5.97,-48.62,41.11,-38.72,-36.47,43.28515568
0.108,0.02,1.028,0.42,1.17,2.65,0.72,-5.91,-48.34,41.11,-38.72,-36.47,43.28515568
0.101,0.014,1.007,0.19,0.3,2.76,0.75,-5.85,-48.07,41.72,-39.67,-36.67,43.55717509
0.094,0.029,0.992,0.6,0.23,2.62,0.8,-5.81,-47.8,40.1,-37,-35.88,42.69751888
0.105,0.022,0.978,0.83,0.06,2.49,0.87,-5.79,-47.54,41.31,-39.29,-35.49,43.56435171
0.099,0.021,0.996,1.54,-0.18,2.73,0.93,-5.81,-47.27,42.32,-41.4,-36.47,44.37040139
0.103,0.04,0.999,0.87,-0.49,2.86,0.99,-5.85,-47,42.32,-41.4,-36.47,44.37040139
0.102,0.022,1.002,0.27,-0.3,2.6,1.05,-5.91,-46.72,40.71,-37.95,-37.25,42.99044619
0.109,0.023,0.982,0.97,-0.45,2.72,1.08,-5.96,-46.45,42.53,-40.82,-36.67,43.82469058
0.1,0.026,0.976,0.9,-0.05,2.5,1.1,-6,-46.17,40.91,-39.29,-38.63,43.8428112
0.097,0.033,0.965,-0.26,0.31,2.87,1.09,-5.99,-45.9,42.73,-39.48,-37.65,42.73611036
0.103,0.027,0.95,-0.01,0.48,2.68,1.06,-5.95,-45.62,42.73,-39.48,-37.65,42.73611036
0.106,0.036,1.004,-0.65,0.96,2.81,1,-5.88,-45.35,42.12,-40.82,-37.45,44.10202056
0.112,0.023,0.997,0.07,0.62,2.67,0.96,-5.81,-45.06,41.31,-40.06,-35.1,44.11989564
0.102,0.015,0.996,-0.56,0.45,3.07,0.9,-5.75,-44.77,43.94,-41.4,-37.25,43.29519183
0.094,0.022,1.035,0.11,0.16,3.05,0.83,-5.72,-44.48,43.74,-41.2,-34.71,43.2871683
0.105,0.025,1.017,-0.8,-0.08,2.89,0.75,-5.72,-44.2,43.74,-41.2,-34.71,43.2871683
0.096,0.023,0.99,-0.47,-1.28,3.16,0.71,-5.76,-43.91,40.91,-40.44,-35.88,44.66897705
0.096,0.031,0.996,-0.47,-0.96,2.77,0.66,-5.83,-43.62,41.52,-40.25,-35.69,44.11018968
0.101,0.042,0.996,-0.28,-0.63,3.11,0.64,-5.91,-43.33,42.32,-42.16,-34.9,44.8914854
0.107,0.038,0.96,0.39,-0.62,2.89,0.65,-5.97,-43.04,42.32,-42.16,-34.9,44.8914854
0.11,0.029,0.984,0.54,0.17,2.92,0.68,-6,-42.76,41.52,-42.16,-37.65,45.43820009
0.104,0.033,0.976,0.65,0.08,2.92,0.72,-5.99,-42.47,42.53,-42.73,-36.67,45.13440224
0.104,0.022,1.026,0.65,0.74,3.15,0.8,-5.96,-42.2,43.54,-41.78,-34.51,43.81825747
0.107,0.036,0.998,1.09,0.99,2.97,0.85,-5.9,-41.93,42.32,-42.93,-35.69,45.40996867
0.094,0.042,0.998,0.33,0.66,2.73,0.92,-5.82,-41.66,42.32,-42.93,-35.69,45.40996867
0.098,0.042,1.015,-0.3,0.08,2.42,0.97,-5.77,-41.39,44.75,-42.54,-37.25,43.54970068
0.106,0.016,1.029,1.12,-0.24,3.16,0.99,-5.75,-41.12,42.93,-41.97,-37.84,44.35216014
0.107,0.016,1.014,0.16,-0.34,2.7,1.03,-5.76,-40.85,42.93,-41.97,-37.84,44.35216014
0.104,0.027,1.006,0.25,-0.73,2.78,1.02,-5.8,-40.58,42.73,-43.31,-38.43,45.3862279
0.097,0.042,0.977,0.1,-0.88,2.68,0.99,-5.87,-40.31,42.73,-43.31,-38.43,45.3862279
0.097,0.016,0.992,-0.32,-0.63,2.76,0.94,-5.94,-40.03,42.73,-43.31,-38.43,45.3862279
0.105,0.022,1.012,-0.44,-0.23,2.66,0.89,-6,-39.76,42.73,-42.93,-36.08,45.13377463
0.108,0.031,0.985,-0.73,-0.54,2.99,0.82,-6.05,-39.48,43.33,-43.5,-37.45,45.11217632
0.101,0.021,0.994,-0.77,0,2.87,0.73,-6.06,-39.21,45.15,-43.69,-36.47,44.0584837
0.109,0.019,0.98,-0.31,0.5,2.59,0.66,-6.05,-38.93,45.15,-43.69,-36.47,44.0584837
0.098,0.033,0.993,-0.83,0.78,2.86,0.61,-6.02,-38.64,43.94,-43.69,-38.04,44.83654107
0.089,0.023,0.966,0.25,0.24,3.04,0.58,-5.97,-38.36,43.54,-44.46,-37.25,45.59897951
0.102,0.013,0.99,0.84,0.83,3.2,0.58,-5.91,-38.07,44.95,-44.26,-35.88,44.55685126
0.096,0.017,0.983,0.55,0.2,2.86,0.6,-5.86,-37.78,44.95,-44.26,-35.88,44.55685126
0.098,0.005,1,0.53,0.32,3.02,0.65,-5.83,-37.49,42.53,-45.41,-36.27,46.87574357
0.112,0.015,1.015,0.49,0.27,3.11,0.69,-5.81,-37.2,43.33,-45.03,-37.06,46.10220473
0.097,0.014,1.017,0.21,-0.69,2.73,0.74,-5.84,-36.93,44.75,-43.69,-37.25,44.31331277
0.105,0.013,1.017,0.57,-0.16,2.88,0.78,-5.89,-36.66,44.14,-44.65,-37.06,45.32909704
0.105,0.019,0.998,-0.05,-0.82,2.59,0.83,-5.95,-36.39,44.14,-44.65,-37.06,45.32909704
0.103,0.02,1.008,0.97,0.12,2.67,0.87,-6,-36.12,44.14,-44.65,-37.06,45.32909704
0.111,0.037,0.996,-0.25,-0.11,2.73,0.9,-6.03,-35.84,43.74,-45.03,-38.24,45.83256003
0.101,0.043,0.98,0.51,0.36,3.25,0.92,-6.02,-35.54,43.74,-45.79,-36.67,46.31169248
0.103,0.035,1.005,0.07,0.47,3.27,0.93,-5.98,-35.24,43.74,-45.79,-37.45,46.31169248
0.091,0.033,0.972,-0.24,0.45,2.87,0.91,-5.93,-34.93,43.74,-45.79,-37.45,46.31169248
0.104,0.018,0.983,-0.03,0.72,3.05,0.86,-5.86,-34.62,42.32,-46.75,-38.43,47.84732595
0.105,0.038,0.997,-0.63,0.19,2.91,0.82,-5.82,-34.31,44.14,-46.18,-36.67,46.29388309
0.09,0.029,0.982,-1.14,-0.01,3.15,0.78,-5.78,-33.99,43.74,-45.41,-38.24,46.07316615
0.103,0.031,1.012,-0.68,0.82,3.41,0.72,-5.79,-33.67,43.74,-45.41,-38.24,46.07316615
0.093,0.02,0.978,-0.16,-0.57,3.03,0.68,-5.82,-33.34,45.15,-45.98,-36.08,45.52182796
0.123,0.051,1.109,0.26,-0.57,3.67,0.66,-5.85,-33.01,43.54,-47.13,-34.9,47.26739232
0.117,0.024,0.999,-0.23,0.37,3.22,0.64,-5.88,-32.69,43.94,-46.75,-36.08,46.7747232
0.1,0.024,0.965,0.36,-0.69,3.09,0.63,-5.91,-32.37,43.33,-48.09,-37.06,47.98054971
0.104,0.02,1.004,0.52,-0.03,2.95,0.65,-5.9,-32.08,43.33,-48.09,-37.06,47.98054971
0.101,0.022,0.973,0.02,0.32,2.65,0.64,-5.88,-31.78,44.34,-46.37,-36.47,46.28200883
0.094,0.032,0.995,0.46,0.52,2.9,0.65,-5.83,-31.49,43.54,-47.51,-38.43,47.49665304
0.095,0.026,0.99,0.53,0.64,2.97,0.67,-5.77,-31.21,44.95,-47.71,-36.27,46.70612572
0.092,0.048,1.003,-0.47,0.09,2.82,0.72,-5.7,-30.92,44.75,-48.28,-38.04,47.17303146
0.09,0.018,0.974,0.69,-0.18,2.81,0.74,-5.67,-30.63,44.75,-48.28,-38.04,47.17303146
0.082,0.042,0.926,-0.28,0.32,2.86,0.77,-5.66,-30.36,44.75,-48.28,-38.04,47.17303146
0.099,0.035,1.018,0.84,-0.44,2.43,0.76,-5.7,-30.1,44.75,-48.28,-38.04,47.17303146
0.078,0.044,0.968,0.15,-1.59,2.42,0.77,-5.76,-29.87,43.74,-49.24,-36.67,48.38524427
0.09,0.039,0.967,-0.76,-1.6,2.27,0.75,-5.85,-29.63,43.74,-49.24,-36.67,48.38524427
0.1,0.003,0.966,0.1,-1.75,2.25,0.71,-5.93,-29.39,43.74,-49.24,-36.67,48.38524427
0.102,0.018,0.995,-0.49,-0.45,2.22,0.68,-5.98,-29.17,44.55,-49.24,-35.88,47.86270991
0.093,0.02,0.976,-0.05,-0.21,2.25,0.66,-6.01,-28.94,44.55,-49.24,-35.88,47.86270991
0.099,0.043,0.94,-0.45,0.05,2.01,0.64,-6.02,-28.71,45.35,-48.85,-36.67,47.12784528
0.101,0.029,0.981,0.19,0.12,2.24,0.65,-5.99,-28.49,45.35,-48.85,-36.67,47.12784528
0.103,0.024,0.984,-0.41,0.14,2.21,0.67,-5.95,-28.26,45.35,-48.85,-36.67,47.12784528
0.101,0.033,0.997,-0.36,0.25,2.49,0.66,-5.93,-28.02,44.55,-48.85,-35.1,47.63595297
0.104,0.04,1.013,-0.71,0.29,2.51,0.64,-5.92,-27.77,42.93,-48.85,-35.88,48.69058381
0.108,0.028,0.963,-0.32,0.22,2.73,0.61,-5.92,-27.52,45.56,-49.43,-37.25,47.3330046
0.097,0.045,1.068,-1.3,0.48,2.51,0.57,-5.91,-27.26,45.56,-49.43,-37.25,47.3330046
0.068,0.007,0.978,0.66,-1.08,2.14,0.53,-5.89,-27,45.56,-49.43,-37.25,47.3330046
0.103,0.02,1.065,0.28,0.14,2.26,0.52,-5.88,-26.76,44.14,-50,-37.06,48.56193559
0.073,0.018,0.918,0.02,-0.04,2.31,0.53,-5.86,-26.54,44.14,-49.62,-35.49,48.34496669
0.098,0.027,1.007,0.91,0.44,2.37,0.56,-5.84,-26.32,45.15,-50.57,-35.69,48.24082608
0.105,0.028,1.033,0.51,0.4,1.95,0.59,-5.82,-26.11,45.15,-50.57,-35.69,48.24082608
0.091,0.028,0.943,0.21,-0.3,1.87,0.64,-5.8,-25.9,44.55,-49.24,-37.06,47.86270991
0.098,0.022,0.985,0.66,0.4,2.16,0.69,-5.77,-25.69,44.55,-50,-35.49,48.29896195
0.109,0.021,1.006,0.6,0.23,1.98,0.75,-5.76,-25.49,44.75,-50.19,-35.29,48.27942487
0.099,0.023,1.011,0.33,-0.2,1.74,0.81,-5.76,-25.31,45.96,-50.57,-35.29,47.73420709
0.1,0.031,1.013,0.19,-0.21,1.69,0.85,-5.79,-25.14,45.96,-50.57,-35.29,47.73420709
0.09,0.026,0.998,0.11,-0.3,1.51,0.86,-5.83,-25.01,45.35,-50.38,-36.67,48.00776128
0.097,0.031,0.963,-0.73,-0.21,1.16,0.87,-5.88,-24.9,42.53,-50.38,-36.67,49.82947131
0.093,0.021,0.974,-0.53,-0.78,0.93,0.84,-5.92,-24.8,44.75,-50.57,-36.47,48.49399893
0.106,0.048,0.968,-1.1,-0.71,0.78,0.78,-5.96,-24.7,44.75,-50.57,-36.47,48.49399893
0.117,0.018,0.997,-1.02,-0.09,0.7,0.7,-5.97,-24.6,46.57,-51.53,-36.67,47.89444724
0.098,0.006,1.003,-0.41,0.37,0.89,0.62,-5.98,-24.51,45.35,-51.53,-35.49,48.64996699
0.098,0.02,0.947,-1.33,-0.28,0.84,0.53,-5.98,-24.42,43.94,-50.19,-35.29,48.7987227
0.115,0.014,1.001,-0.86,0.22,0.54,0.46,-5.99,-24.37,44.95,-51.15,-37.45,48.69138599
0.099,0.03,0.958,-0.29,-0.78,0.3,0.39,-6,-24.35,44.95,-51.15,-37.45,48.69138599
0.088,0.03,0.968,-0.72,-0.47,-0.2,0.33,-6.02,-24.35,43.94,-51.34,-37.65,49.44100906
0.102,0.012,0.972,-0.6,0.12,-0.52,0.31,-6.03,-24.38,43.94,-51.34,-35.69,49.44100906
0.097,0.009,0.981,0.21,-0.25,-0.56,0.31,-6.02,-24.43,43.54,-50.19,-36.47,49.05824764
0.097,0.011,0.99,0.77,-0.21,-0.75,0.35,-6.01,-24.5,45.56,-51.34,-36.86,48.41359827
0.093,0.015,1.015,0.11,-0.03,-0.49,0.39,-6.01,-24.56,45.56,-51.34,-36.86,48.41359827
0.094,0.027,0.985,0.25,-0.13,-0.89,0.46,-6,-24.63,45.56,-51.34,-36.86,48.41359827
0.099,0.02,0.994,0.01,0,-0.67,0.52,-6.01,-24.71,44.34,-50.96,-34.9,48.97365936
0.092,0.018,0.979,0.44,-1.02,-0.88,0.56,-6.03,-24.79,44.34,-50.96,-34.9,48.97365936
0.087,0.024,0.985,0.38,-0.6,-1.42,0.62,-6.05,-24.91,43.74,-51.15,-34.71,49.46518982
0.095,0.028,1.004,-0.15,-0.35,-1.25,0.65,-6.06,-25.04,43.74,-51.15,-34.71,49.46518982
0.088,0.03,0.98,-0.33,-0.08,-1.81,0.68,-6.07,-25.19,43.74,-51.15,-34.71,49.46518982
0.112,0.03,0.968,-0.37,0.26,-1.57,0.73,-6.06,-25.36,45.56,-50.96,-37.65,48.20218611
0.091,0.026,0.989,-0.26,-0.21,-1.65,0.76,-6.03,-25.54,45.56,-50.96,-37.65,48.20218611
0.095,0.028,1.01,-0.21,0.05,-1.75,0.76,-6,-25.71,45.56,-50.96,-37.65,48.20218611
0.098,0.025,1.011,-0.57,0.87,-1.8,0.76,-5.95,-25.9,45.56,-51.72,-35.29,48.62326686
0.1,0.02,1.023,-0.56,0.83,-1.98,0.75,-5.9,-26.1,43.13,-50.96,-35.29,49.7570902
0.108,0.018,0.998,-0.61,0.41,-2.3,0.71,-5.84,-26.31,44.95,-50.38,-35.49,48.26004689
0.098,0.024,0.983,-0.39,0.04,-2.26,0.68,-5.79,-26.54,44.14,-49.62,-36.67,48.34496669
0.101,0.027,1.008,-1.16,0.17,-2.71,0.63,-5.76,-26.79,44.14,-49.62,-36.67,48.34496669
0.087,0.011,0.994,-0.57,0.23,-2.87,0.6,-5.74,-27.06,44.34,-51.72,-35.69,49.39323193
0.09,0.026,1.025,-1.1,-0.03,-3.36,0.58,-5.75,-27.35,43.94,-50.57,-37.25,49.01279982
0.094,0.008,1.004,-0.16,-0.22,-3.19,0.59,-5.79,-27.65,42.73,-49.81,-35.69,49.37503137
0.096,0.02,0.994,-0.35,-0.7,-3.07,0.6,-5.83,-27.97,44.34,-49.81,-35.69,48.32507694
0.105,0.025,0.994,-0.04,-0.98,-3.35,0.63,-5.87,-28.3,44.34,-49.81,-35.69,48.32507694
0.098,0.031,0.995,-0.03,0.05,-3.63,0.68,-5.92,-28.65,45.35,-50.38,-37.06,48.00776128
0.094,0.025,0.964,0.42,-0.71,-3.91,0.74,-5.96,-29.02,45.56,-50.57,-36.08,47.98338067
0.107,0.017,0.989,-0.04,-0.54,-3.79,0.8,-5.98,-29.4,44.55,-48.85,-37.06,47.63595297
0.104,0.028,0.975,-0.3,0.24,-4.07,0.85,-6,-29.79,43.54,-50.57,-37.65,49.27205007
0.117,0.019,1.008,-0.19,0.13,-4.09,0.89,-6,-30.19,43.54,-50.57,-37.65,49.27205007
0.088,0.024,0.991,-0.66,-0.35,-4.21,0.91,-6,-30.61,43.94,-50.19,-36.47,48.7987227
0.093,0.03,0.976,-0.1,-0.65,-4.48,0.93,-5.99,-31.04,45.15,-48.28,-36.47,46.91874927
0.089,0.018,1.02,-0.6,-0.64,-4.13,0.91,-5.99,-31.47,44.75,-48.28,-35.69,47.17303146
0.103,0.042,0.996,-1.73,-0.09,-4.59,0.89,-5.98,-31.91,44.75,-48.28,-35.69,47.17303146
0.115,0.013,0.981,-1.56,0.22,-4.68,0.83,-5.98,-32.36,44.75,-47.9,-36.47,46.9472446
0.086,0.024,1.001,-1.65,-0.08,-4.39,0.76,-5.96,-32.81,44.55,-47.32,-35.88,46.72701906
0.091,0.013,1.015,-1,-0.81,-4.8,0.67,-5.96,-33.27,43.94,-48.66,-37.25,47.91795069
0.086,0.001,1.002,-1.18,-0.52,-4.68,0.6,-5.96,-33.74,44.95,-46.94,-35.88,46.24062228
0.104,0.009,0.991,-0.52,0.04,-4.46,0.55,-5.95,-34.21,44.95,-46.94,-35.88,46.24062228
0.102,0.009,0.992,-0.41,-0.48,-4.77,0.54,-5.96,-34.69,43.13,-47.51,-36.08,47.76655396
0.105,0.003,1.006,-0.27,0.04,-5.04,0.57,-5.95,-35.19,43.54,-47.13,-35.29,47.26739232
0.09,0.017,1.009,0.4,-0.19,-5.06,0.65,-5.95,-35.69,42.93,-46.94,-36.67,47.55484345
0.09,0.006,1.008,0.59,-0.4,-5.31,0.77,-5.96,-36.21,42.93,-46.94,-36.67,47.55484345
0.082,0.031,1,0.21,-0.45,-5.45,0.92,-5.98,-36.74,42.93,-46.94,-36.67,47.55484345
0.096,0.016,0.995,0.62,-0.25,-5.77,1.06,-6,-37.29,42.93,-46.56,-35.88,47.32282626
0.08,0.018,1.006,0.66,-0.53,-5.39,1.19,-6,-37.84,42.93,-46.56,-35.88,47.32282626
0.103,0.037,0.987,0.17,0.06,-5.66,1.27,-5.99,-38.38,41.92,-47.13,-36.47,48.34835606
0.103,0.036,0.97,-1.1,0.46,-5.47,1.31,-5.95,-38.94,41.92,-47.13,-36.47,48.34835606
0.098,0.032,0.953,-0.47,0.56,-5.68,1.3,-5.88,-39.48,41.92,-47.13,-36.47,48.34835606
0.111,0.046,0.975,-1.66,1.04,-5.83,1.25,-5.78,-40.03,44.14,-44.26,-36.27,45.07777703
0.101,0.03,0.996,-1.73,1.26,-5.57,1.17,-5.67,-40.58,44.14,-44.26,-36.27,45.07777703
0.1,0.018,1.007,-1.45,0.87,-5.62,1.08,-5.58,-41.15,42.32,-44.07,-37.25,46.16048041
0.097,0.007,0.995,-1.32,0.83,-5.8,0.98,-5.51,-41.7,42.32,-44.07,-37.25,46.16048041
0.088,0.026,0.999,-1.5,0.11,-5.5,0.9,-5.47,-42.27,44.75,-44.46,-36.08,44.81374602
0.098,0.02,1.014,-1.28,-0.48,-5.72,0.83,-5.47,-42.83,44.55,-44.65,-35.49,45.06423291
0.081,0.001,1.003,-1.09,-1.17,-6.05,0.8,-5.5,-43.41,41.31,-44.26,-35.88,46.97447278
0.077,0.017,0.97,-0.47,-0.92,-5.78,0.79,-5.57,-43.99,43.74,-43.88,-37.84,45.09154762
0.106,0.01,1,0.36,-1.22,-6.17,0.83,-5.65,-44.58,43.74,-43.88,-37.84,45.09154762
0.095,0.005,1.012,0.15,-1.16,-6.19,0.9,-5.74,-45.19,43.94,-43.31,-36.86,44.58629554
0.102,0.013,1.018,0.58,-0.8,-6.06,1,-5.82,-45.81,43.13,-42.16,-35.29,44.34840532
0.109,0.011,1.027,0.74,-0.51,-6.38,1.12,-5.88,-46.44,41.92,-43.69,-36.08,46.18443036
0.092,0.015,1.003,1.06,-0.2,-6.34,1.23,-5.91,-47.08,41.92,-42.93,-37.25,45.68198002
0.092,0.025,0.935,0.54,-0.79,-6.42,1.34,-5.94,-47.71,41.92,-42.93,-37.25,45.68198002
0.094,0.028,0.983,0.15,-0.59,-6.51,1.4,-5.97,-48.35,42.73,-42.93,-36.47,45.13377463
0.1,0.032,0.984,-0.63,-0.31,-6.57,1.43,-5.99,-49,42.12,-40.82,-36.67,44.10202056
0.099,0.029,1.009,-0.76,-0.22,-6.59,1.42,-5.99,-49.64,42.73,-40.25,-36.08,43.28812667
0.112,0.04,1.012,-1.54,0.01,-6.71,1.37,-5.98,-50.3,43.13,-40.25,-35.69,43.02175259
0.109,0.035,0.947,-1.21,0.4,-6.36,1.3,-5.96,-50.95,43.13,-40.25,-35.69,43.02175259
0.094,0.018,0.98,-2.31,0.56,-6.69,1.22,-5.91,-51.6,43.33,-40.82,-36.27,43.29150588
0.103,0.014,0.995,-1.27,0.69,-6.52,1.13,-5.86,-52.25,42.12,-41.59,-37.06,44.63724337
0.093,0.023,0.999,-2.11,-0.07,-6.7,1.05,-5.8,-52.9,41.11,-40.25,-36.86,44.3943887
0.094,0.014,0.983,-1.73,0.08,-6.75,0.98,-5.74,-53.56,41.11,-40.25,-36.86,44.3943887
0.087,0.014,1.008,-1.49,0.03,-6.59,0.92,-5.7,-54.22,41.31,-40.44,-36.67,44.39026977
0.106,0.013,0.978,-1.45,-0.01,-6.79,0.89,-5.68,-54.88,41.31,-40.44,-36.67,44.39026977
0.099,0.012,0.968,-0.42,-0.28,-6.97,0.89,-5.68,-55.55,40.3,-38.34,-35.69,43.57227259
0.097,0.011,1.006,-0.32,-0.05,-7,0.91,-5.67,-56.23,40.3,-37.95,-34.9,43.27981311
0.105,0.005,0.997,0.25,-0.12,-6.68,0.97,-5.66,-56.9,40.3,-37.95,-34.9,43.27981311
0.1,0.029,1.005,0.68,0.31,-7.13,1.06,-5.65,-57.57,40.3,-37.95,-34.9,43.27981311
0.094,0.013,0.993,0.44,0.56,-6.83,1.16,-5.6,-58.25,40.71,-36.42,-36.47,41.81646709
0.107,0.01,0.992,0.5,0.99,-7.04,1.26,-5.55,-58.94,38.69,-37.95,-34.9,44.44679594
0.083,0.035,0.972,0.05,0.32,-7.05,1.37,-5.47,-59.63,39.9,-37.19,-35.69,42.98666949
0.083,0.025,0.988,-0.07,-0.07,-7.15,1.45,-5.4,-60.32,39.9,-37.19,-35.69,42.98666949
0.092,0.029,0.998,-0.54,0.45,-7.11,1.52,-5.35,-61.01,38.48,-38.53,-37.06,45.03720022
0.099,0.029,1.006,-0.84,0.68,-7,1.56,-5.3,-61.7,41.11,-37.57,-36.47,42.42386421
0.095,0.03,0.995,-0.75,0.46,-6.79,1.57,-5.29,-62.37,39.7,-36.23,-35.1,42.38340419
0.081,0.031,0.999,-0.65,-1.01,-6.86,1.56,-5.31,-63.05,39.7,-36.23,-35.1,42.38340419
0.083,0.024,0.996,-0.73,-1.38,-6.92,1.53,-5.36,-63.74,38.48,-36.62,-35.88,43.58124677
0.092,0.028,0.995,-1.83,-1.26,-7.09,1.48,-5.45,-64.42,39.49,-37.19,-33.73,43.28194061
0.101,0.027,1.026,-1.69,-0.97,-6.88,1.42,-5.56,-65.11,39.49,-37.19,-33.73,43.28194061
0.093,0.013,1.005,-1.87,-1.12,-6.86,1.33,-5.67,-65.79,40.1,-35.47,-36.27,41.49400191
0.092,0.01,0.957,-1.86,-1.68,-6.96,1.23,-5.78,-66.49,40.1,-35.47,-36.27,41.49400191
0.106,-0.002,0.993,-0.9,-0.56,-7.04,1.14,-5.86,-67.2,37.47,-34.51,-34.12,42.64517914
0.112,-0.002,0.984,-0.44,0.06,-7.38,1.07,-5.89,-67.92,37.68,-33.17,-35.88,41.35771643
0.101,0.009,1.007,-0.07,0.43,-7.51,1.05,-5.89,-68.65,38.48,-34.32,-35.88,41.72951208
0.105,0.01,1.005,0.12,0.27,-7.47,1.07,-5.85,-69.39,36.87,-33.94,-36.27,42.63054764
0.099,0.008,0.982,0.04,0.54,-7.38,1.12,-5.8,-70.12,36.87,-33.94,-36.27,42.63054764
0.103,0.019,0.948,0.26,0.17,-7.2,1.19,-5.73,-70.86,36.67,-33.37,-35.29,42.30245077
0.096,0.021,0.981,0.17,0.04,-7.6,1.27,-5.67,-71.6,35.86,-33.75,-34.9,43.26379702
0.096,0.02,0.999,0.31,0.3,-7.72,1.37,-5.62,-72.35,36.67,-32.98,-34.51,41.96735171
0.082,0.02,1.009,0.05,0.11,-7.87,1.46,-5.59,-73.12,36.67,-32.98,-34.51,41.96735171
0.089,0.027,0.988,-0.17,-0.57,-7.82,1.55,-5.58,-73.88,36.67,-32.98,-34.51,41.96735171
0.095,0.036,0.984,0.06,-0.36,-7.95,1.63,-5.59,-74.66,35.05,-32.6,-34.9,42.92589302
0.085,0.01,0.973,0.57,-1.28,-7.76,1.68,-5.62,-75.42,35.05,-32.6,-34.9,42.92589302
0.105,0.025,0.992,-0.39,-0.08,-7.6,1.71,-5.64,-76.17,35.86,-32.22,-36.08,41.93950872
0.111,0.039,0.991,-1.25,-0.19,-7.37,1.72,-5.65,-76.94,35.86,-32.22,-36.08,41.93950872
0.115,0.016,0.982,-1.45,0.25,-7.73,1.69,-5.64,-77.7,35.86,-32.22,-36.08,41.93950872
0.105,0.025,1.013,-1.37,0.51,-7.76,1.64,-5.61,-78.47,35.45,-30.69,-36.08,40.88360287
0.109,0.026,1.008,-1.64,0.49,-8.03,1.56,-5.58,-79.25,35.25,-31.64,-33.92,41.9107894
0.08,0.02,1.004,-1.66,0.46,-8.05,1.46,-5.54,-80.04,33.64,-31.26,-34.71,42.8998016
0.095,0.014,1.003,-1.52,0.09,-8.15,1.37,-5.49,-80.82,33.64,-31.26,-34.71,42.8998016
0.105,0.023,1.023,-1.83,0.39,-8.06,1.28,-5.45,-81.62,33.64,-30.11,-33.92,41.83062323
0.106,0.004,0.975,-0.9,0.04,-8.05,1.21,-5.4,-82.4,33.03,-31.07,-34.9,43.24859987
0.1,0.011,1,-0.58,0.11,-8.23,1.16,-5.36,-83.21,33.64,-30.5,-33.92,42.19729921
0.106,0.008,1.02,-0.95,-0.05,-8.51,1.13,-5.33,-84.02,31.21,-29.73,-34.71,43.60877769
0.093,0.019,0.97,-0.89,-0.43,-8.12,1.15,-5.3,-84.84,31.21,-29.73,-34.71,43.60877769
0.099,0.015,0.998,-0.43,-0.09,-8.57,1.19,-5.28,-85.68,31.41,-29.16,-35.29,42.87260598
0.103,0.043,0.977,-0.24,0.13,-8.48,1.26,-5.26,-86.51,31.41,-29.16,-35.29,42.87260598
0.106,0.006,1.023,0,-0.03,-8.62,1.34,-5.27,-87.35,31.01,-28.01,-34.12,42.09014687
0.094,0.024,1.012,-0.05,-0.54,-8.58,1.43,-5.29,-88.19,32.22,-29.16,-34.51,42.14597503
0.096,0.029,0.998,0.18,-1.13,-8.23,1.53,-5.34,-89.01,32.22,-29.16,-34.51,42.14597503
0.098,0.031,0.998,0.74,-1.3,-7.98,1.64,-5.4,-89.83,32.42,-27.44,-33.14,40.24427975
0.105,0.02,1.02,-0.06,-1.08,-8.22,1.73,-5.49,-90.65,29.6,-27.44,-33.14,42.83135032
0.092,0.031,1.004,-0.66,-1.49,-8.03,1.79,-5.6,-91.44,31.62,-28.2,-34.31,41.72787548
0.107,0.019,1.047,-1.3,-1.32,-7.85,1.83,-5.71,-92.24,31.62,-28.2,-34.31,41.72787548
0.099,0.03,1.023,-0.73,-1.58,-8.05,1.85,-5.83,-93.02,29.6,-26.67,-33.92,42.01927923
