time,latitude,longitude,altitude,position_covariance
2024-07-12 15:28:55.385344,36.5377005,128.80887566666667,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:28:58.085363,36.5377015,128.80888,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:00.785363,36.5377025,128.80888483333334,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:02.015582,36.537705333333335,128.80890116666666,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:04.585274,36.5377055,128.80890133333332,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:07.285325,36.53770566666667,128.80890116666666,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:09.985326,36.53770566666667,128.80890116666666,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:12.685273,36.537705833333334,128.808901,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:13.285329,36.53770433333333,128.808901,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:15.985319,36.537704,128.80890083333333,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:18.685272,36.53770383333333,128.80890066666666,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:21.385288,36.5377035,128.8089005,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:24.085261,36.537703,128.8089005,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:24.285252,36.537701166666665,128.80890066666666,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:26.985296,36.53770083333333,128.8089005,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:29.685281,36.537700666666666,128.8089005,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:32.385295,36.5377005,128.8089005,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:35.020712,36.53770866666667,128.80889316666668,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:37.685380,36.53771316666667,128.808892,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:40.385405,36.53771666666667,128.80889133333332,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:43.085345,36.5377195,128.808891,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:45.785356,36.5377225,128.80889116666665,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:46.023497,36.537727333333336,128.80889416666668,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:48.785303,36.53772716666667,128.80889433333334,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:51.485246,36.537727,128.8088945,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:54.185276,36.53772683333333,128.80889466666667,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:56.885356,36.5377265,128.8088945,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:57.185288,36.537726666666664,128.80889516666667,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:29:59.985258,36.537726666666664,128.80889533333334,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:30:02.785261,36.53772633333333,128.80889533333334,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:30:05.585259,36.53772633333333,128.8088955,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:30:08.185240,36.537728666666666,128.80889433333334,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:30:10.885286,36.537729166666665,128.808894,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:30:13.585294,36.5377295,128.80889366666668,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:30:16.285239,36.537729666666664,128.80889366666668,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:30:19.022546,36.537733,128.80889233333335,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:30:21.685308,36.537733333333335,128.80889216666668,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:30:24.385375,36.537734666666665,128.80889266666668,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:30:27.085390,36.5377385,128.80889133333332,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:30:30.023908,36.53774816666667,128.8088885,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:30:32.785294,36.5377485,128.80888833333333,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:30:35.685284,36.5377485,128.80888816666666,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:30:38.585288,36.53774833333333,128.80888816666666,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:30:41.085275,36.537746166666665,128.80888633333333,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:30:44.085059,36.53774583333333,128.80888616666667,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:30:47.084997,36.5377455,128.80888583333333,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:30:50.085032,36.53774516666667,128.8088855,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:30:51.185291,36.53774333333333,128.80888333333334,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:30:54.185491,36.537743166666665,128.80888316666667,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:30:57.185269,36.537743166666665,128.80888283333334,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:00.185021,36.537743166666665,128.8088825,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:02.021111,36.53775266666667,128.8088195,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:04.885380,36.537759,128.80881033333333,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:07.885346,36.53776716666667,128.8088035,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:10.885454,36.53777633333333,128.80879683333333,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:12.085408,36.537819,128.80878583333333,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:15.085419,36.53782533333333,128.80878483333333,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:17.985281,36.53783283333333,128.80878416666667,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:20.885269,36.537835,128.8087775,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:22.008635,36.537837833333334,128.80874,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:24.885230,36.5378335,128.80873033333333,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:27.785278,36.53783383333333,128.80872866666667,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:30.685296,36.537836166666665,128.808725,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:33.285280,36.53783466666667,128.80869633333333,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:35.885236,36.53783333333333,128.80869383333334,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:38.485287,36.53783716666667,128.8086935,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:40.985293,36.53784233333333,128.80870116666668,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:43.585279,36.537845833333336,128.80871083333332,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:44.985677,36.53773733333333,128.80888916666666,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:47.285252,36.53772516666667,128.80886933333332,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:51.885275,36.53770183333334,128.80889566666667,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:56.385278,36.5376875,128.8089705,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:31:59.017821,36.5375705,128.80939116666667,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:32:01.885370,36.537655,128.80897683333333,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:32:04.685368,36.53772816666667,128.80887066666668,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:32:07.585389,36.5378045,128.80880666666667,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:32:11.016765,36.53787666666667,128.80879533333334,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:32:14.085445,36.5378795,128.80880483333334,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:32:17.385313,36.537882,128.80880916666666,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:32:20.685245,36.537882833333335,128.80881016666666,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:32:22.006260,36.53788,128.80880883333333,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:32:24.885340,36.537880666666666,128.80880783333333,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:32:27.785224,36.53788083333333,128.80880683333334,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:32:30.685242,36.53788083333333,128.808805,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:32:34.002699,36.5378875,128.80879733333333,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:32:36.785268,36.53788866666667,128.80879716666666,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:32:39.685261,36.537888833333334,128.80879716666666,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:32:42.683888,36.53788866666667,128.8087975,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:32:45.685300,36.53789116666667,128.80879566666667,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:32:46.019820,36.537889666666665,128.808795,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:32:48.785278,36.537888,128.808797,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:32:51.583709,36.53788566666667,128.80879766666666,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:32:54.485289,36.537884166666664,128.80879783333333,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:32:57.385332,36.53788266666667,128.808798,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:32:57.994319,36.537873,128.80879783333333,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:33:00.785489,36.537871833333334,128.808799,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:33:03.783611,36.5378715,128.8088,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:33:06.785251,36.5378705,128.80880066666666,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:33:09.585037,36.53787033333333,128.808801,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:33:09.997551,36.537863,128.80881466666668,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:33:15.885268,36.537862833333335,128.80881433333334,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:33:18.785101,36.537862,128.80881433333334,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-12 15:33:21.685281,36.537860333333334,128.80881583333334,120724.0,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
