time,latitude,longitude,altitude,position_covariance
2024-07-13 21:46:38.907983,36.5434465,128.796761666667,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:46:41.599518,36.5434465,128.796761833333,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:46:44.401158,36.5434466666667,128.796762,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:46:47.201126,36.5434466666667,128.796762333333,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:46:49.901067,36.543447,128.796762833333,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:46:50.911765,36.5434496666667,128.796766166667,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:46:53.601252,36.5434513333333,128.7967605,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:46:56.401215,36.5434548333333,128.796751166667,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:46:59.300984,36.5434575,128.796745833333,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:47:02.101124,36.5434583333333,128.796746,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:47:04.901126,36.5434581666667,128.796746,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:47:07.701161,36.5434585,128.796746166667,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:47:10.501132,36.5434586666667,128.7967465,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:47:13.201119,36.5434581666667,128.796746333333,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:47:15.901082,36.5434576666667,128.796745833333,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:47:18.601151,36.5434573333333,128.7967455,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:47:21.301148,36.5434571666667,128.796745166667,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:47:24.001079,36.5434568333333,128.796744833333,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:47:24.101143,36.5434528333333,128.796740666667,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:47:26.801149,36.5434521666667,128.79674,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:47:29.500943,36.5434516666667,128.796739333333,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:47:32.201159,36.5434511666667,128.796738666667,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:47:34.901235,36.5434506666667,128.796738,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:47:35.201104,36.5434571666667,128.796713333333,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:47:37.901127,36.5434571666667,128.796713,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:47:40.601136,36.5434571666667,128.7967125,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:47:43.299582,36.5434573333333,128.7967125,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:47:45.999522,36.5434576666667,128.796712666667,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:47:46.099512,36.5434596666667,128.796714,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:47:48.901154,36.5434596666667,128.796714,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
2024-07-13 21:47:51.701155,36.5434598333333,128.796714,130724,[0. 0. 0. 0. 0. 0. 0. 0. 0.]
